page,page_type,date,keyword_intent,Scenario,ScenarioLabel,ScenarioExplanation,CurrentClicks,CurrentImpressions,CurrentCTR,CurrentPosition,CurrentTrafficValue,CurrentContentScore,CurrentGeoReadinessScore,ScenarioCTR,ScenarioPosition,ScenarioImpressions,ScenarioContentScore,ScenarioGeoReadinessScore,PredictedNextClicks,PredictedNextImpressions,PredictedTrafficValue,EstimatedClickChangePct,EstimatedImpressionChangePct,EstimatedPositionGain,EstimatedGeoScoreGain,EstimatedContentScoreGain,ScenarioNarrative,OpportunityScore,BaselinePredictedClicks,BaselinePredictedImpressions,ClicksUplift,ImpressionsUplift,ClicksUpliftPct,EffortScore,EstimatedImplementationCost,ExpectedIncrementalTrafficValue,BusinessValueHorizonDays,ProjectedIncrementalClicks,ProjectedIncrementalTrafficValue,ExpectedNetValue,EstimatedROI,PaybackPeriod,HistoryRows,ConfidenceLevel,AverageModelR2,OpportunityScoreNormalized,NetValueScoreNormalized,ROIScoreNormalized,CostEfficiencyScore,ConfidenceDecisionScore,BusinessDecisionScore,DecisionEligible
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,title_meta_optimization,Title and Meta Optimization,Optimized titles and meta descriptions may improve CTR and organic clicks.,0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,9.7,1.03,26.0,18.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,0.3,3.0,6.0,"If Title and Meta Optimization is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 0.3, and GEO readiness may increase by 3 points.",6.609172000000001,0.017,1.9493,0.0,0.0,0.0,2,44.800000000000004,0.0,30,0.0,0.0,-29.2,-0.79,,0.76,Low,1.007546,0.1392405063291139,0.8888888888888888,0.0,0.8888888888888888,0.35,1.4845,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,content_refresh,Content Refresh,Refreshing content and strengthening search-intent alignment may improve ranking and visibility.,0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,9.0,1.08,38.0,23.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,1.0,8.0,18.0,"If Content Refresh is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 1.0, and GEO readiness may increase by 8 points.",19.509172,0.017,1.9493,0.0,0.0,0.0,5,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,0.76,Low,1.007546,0.4113924050632911,0.6666666666666666,0.0,0.6666666666666667,0.35,3.2321,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,internal_linking_boost,Internal Linking Improvement,Strengthening internal links between related pages may improve discoverability and authority distribution.,0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,9.3,1.1,28.0,19.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,0.7,4.0,8.0,"If Internal Linking Improvement is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 0.7, and GEO readiness may increase by 4 points.",10.309172,0.017,1.9493,0.0,0.0,0.0,3,67.2,0.0,30,0.0,0.0,-43.8,-0.79,,0.76,Low,1.007546,0.2172995780590717,0.8333333333333334,0.0,0.8333333333333334,0.35,2.2722,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,category_expansion,Category SEO Expansion,"Expanding category copy, headings, FAQs and semantic coverage may increase category visibility.",0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,8.7,1.15,44.0,25.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,1.3,10.0,24.0,"If Category SEO Expansion is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 1.3, and GEO readiness may increase by 10 points.",25.309172,0.017,1.9493,0.0,0.0,0.0,6,201.60000000000002,0.0,30,0.0,0.0,-131.4,-0.79,,0.76,Low,1.007546,0.5337552742616034,0.5,0.0,0.5,0.35,1.6814,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,structured_data_upgrade,Structured Data Upgrade,Completing page-type-aligned schema may improve machine readability and rich-result eligibility.,0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,9.6,1.05,25.0,27.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,0.4,12.0,5.0,"If Structured Data Upgrade is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 0.4, and GEO readiness may increase by 12 points.",13.859172,0.017,1.9493,0.0,0.0,0.0,3,67.2,0.0,30,0.0,0.0,-43.8,-0.79,,0.76,Low,1.007546,0.2921940928270042,0.8333333333333334,0.0,0.8333333333333334,0.35,4.8935,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,geo_answer_optimization,GEO Answer Optimization,"Adding direct-answer blocks, summaries and FAQs may increase generative-search visibility potential.",0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,9.5,1.08,32.0,37.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,0.5,22.0,12.0,"If GEO Answer Optimization is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 0.5, and GEO readiness may increase by 22 points.",25.509172,0.017,1.9493,0.0,0.0,0.0,4,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,0.76,Low,1.007546,0.5379746835443038,0.6666666666666666,0.0,0.6666666666666667,0.35,7.6624,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,entity_eet_upgrade,Entity and E-E-A-T Upgrade,"Strengthening entity relationships, authorship, freshness and trust signals may improve readiness.",0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,9.4,1.07,30.0,33.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,0.6,18.0,10.0,"If Entity and E-E-A-T Upgrade is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 0.6, and GEO readiness may increase by 18 points.",21.909172,0.017,1.9493,0.0,0.0,0.0,4,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,0.76,Low,1.007546,0.4620253164556963,0.6666666666666666,0.0,0.6666666666666667,0.35,5.0042,0.0
https://demo.example.com/page-002,Demo Category 01,2026-07-15,Uncategorized,full_seo_geo_optimization,Full SEO and GEO Optimization,"Combining metadata, content, internal links, schema, entity signals and GEO components may create the highest growth potential.",0.0,1.16,0.0,10.0,0.0,20.0,15.0,0.0,8.2,1.22,52.0,45.0,0.023799999999999998,2.2194999999999996,0.0077,0.0,92.97,1.8,30.0,32.0,"If Full SEO and GEO Optimization is applied, estimated clicks may change by 0.0%, impressions by 93.0%, average position may improve by 1.8, and GEO readiness may increase by 30 points.",47.409172,0.017,1.9493,0.0,0.0,0.0,9,403.20000000000005,0.0,30,0.0,0.0,-262.8,-0.79,,0.76,Low,1.007546,1.0,0.0,0.0,0.0,0.35,0.5,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,maintain,Maintain Current Setup,Maintain the current SEO and GEO setup without applying additional optimization.,0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,5.6,5.0,20.0,15.0,0.10709999999999999,4.036499999999999,0.0308,0.0,-29.87,0.0,0.0,0.0,"If Maintain Current Setup is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 0.0, and GEO readiness may increase by 0 points.",0.039204,0.0765,3.5450999999999997,0.0,0.0,0.0,1,0.0,0.0,30,0.0,0.0,0.0,0.0,,38.0,High,1.007546,0.0,1.0,1.0,1.0,1.0,35.0,1.0699999999999998
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,title_meta_optimization,Title and Meta Optimization,Optimized titles and meta descriptions may improve CTR and organic clicks.,0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,5.3,5.15,26.0,18.0,0.10709999999999999,4.036499999999999,0.0308,0.0,-29.87,0.3,3.0,6.0,"If Title and Meta Optimization is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 0.3, and GEO readiness may increase by 3 points.",6.639204,0.0765,3.5450999999999997,0.0,0.0,0.0,2,44.800000000000004,0.0,30,0.0,0.0,-29.2,-0.79,,38.0,High,1.007546,0.1392400833212658,0.8888888888888888,0.0,0.8888888888888888,1.0,15.9845,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,content_refresh,Content Refresh,Refreshing content and strengthening search-intent alignment may improve ranking and visibility.,0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,4.6,5.4,38.0,23.0,0.10709999999999999,4.036499999999999,0.038500000000000006,0.0,-29.87,1.0,8.0,18.0,"If Content Refresh is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 1.0, and GEO readiness may increase by 8 points.",19.539204,0.0765,3.5450999999999997,0.0,0.0,0.0,5,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,38.0,High,1.007546,0.4113911552673763,0.6666666666666666,0.0,0.6666666666666667,1.0,17.732,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,internal_linking_boost,Internal Linking Improvement,Strengthening internal links between related pages may improve discoverability and authority distribution.,0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,4.9,5.5,28.0,19.0,0.10709999999999999,4.036499999999999,0.0308,0.0,-29.87,0.7,4.0,8.0,"If Internal Linking Improvement is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 0.7, and GEO readiness may increase by 4 points.",10.339204,0.0765,3.5450999999999997,0.0,0.0,0.0,3,67.2,0.0,30,0.0,0.0,-43.8,-0.79,,38.0,High,1.007546,0.2172989179104603,0.8333333333333334,0.0,0.8333333333333334,1.0,16.7721,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,category_expansion,Category SEO Expansion,"Expanding category copy, headings, FAQs and semantic coverage may increase category visibility.",0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,4.3,5.75,44.0,25.0,0.10709999999999999,4.4505,0.038500000000000006,0.0,-22.64,1.3,10.0,24.0,"If Category SEO Expansion is applied, estimated clicks may change by 0.0%, impressions by -22.6%, average position may improve by 1.3, and GEO readiness may increase by 10 points.",25.339348,0.0765,3.5450999999999997,0.0,0.4320000000000004,0.0,6,201.60000000000002,0.0,30,0.0,0.0,-131.4,-0.79,,38.0,High,1.007546,0.5337566906969734,0.5,0.0,0.5,1.0,16.1815,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,structured_data_upgrade,Structured Data Upgrade,Completing page-type-aligned schema may improve machine readability and rich-result eligibility.,0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,5.2,5.25,25.0,27.0,0.10709999999999999,4.036499999999999,0.0308,0.0,-29.87,0.4,12.0,5.0,"If Structured Data Upgrade is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 0.4, and GEO readiness may increase by 12 points.",13.889204,0.0765,3.5450999999999997,0.0,0.0,0.0,3,67.2,0.0,30,0.0,0.0,-43.8,-0.79,,38.0,High,1.007546,0.2921932051514442,0.8333333333333334,0.0,0.8333333333333334,1.0,19.3934,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,geo_answer_optimization,GEO Answer Optimization,"Adding direct-answer blocks, summaries and FAQs may increase generative-search visibility potential.",0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,5.1,5.4,32.0,37.0,0.10709999999999999,4.036499999999999,0.0308,0.0,-29.87,0.5,22.0,12.0,"If GEO Answer Optimization is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 0.5, and GEO readiness may increase by 22 points.",25.539204,0.0765,3.5450999999999997,0.0,0.0,0.0,4,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,38.0,High,1.007546,0.5379730491957998,0.6666666666666666,0.0,0.6666666666666667,1.0,22.1624,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,entity_eet_upgrade,Entity and E-E-A-T Upgrade,"Strengthening entity relationships, authorship, freshness and trust signals may improve readiness.",0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,5.0,5.35,30.0,33.0,0.10709999999999999,4.036499999999999,0.0308,0.0,-29.87,0.6,18.0,10.0,"If Entity and E-E-A-T Upgrade is applied, estimated clicks may change by 0.0%, impressions by -29.9%, average position may improve by 0.6, and GEO readiness may increase by 18 points.",21.939204,0.0765,3.5450999999999997,0.0,0.0,0.0,4,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,38.0,High,1.007546,0.4620239128387457,0.6666666666666666,0.0,0.6666666666666667,1.0,19.5042,0.0
https://demo.example.com/page-006,Demo Category 01,2026-08-15,Uncategorized,full_seo_geo_optimization,Full SEO and GEO Optimization,"Combining metadata, content, internal links, schema, entity signals and GEO components may create the highest growth potential.",0.0,5.8,0.0,5.6,0.0,20.0,15.0,0.0,3.8,6.1,52.0,45.0,0.10709999999999999,4.4505,0.038500000000000006,0.0,-22.64,1.8,30.0,32.0,"If Full SEO and GEO Optimization is applied, estimated clicks may change by 0.0%, impressions by -22.6%, average position may improve by 1.8, and GEO readiness may increase by 30 points.",47.439348,0.0765,3.5450999999999997,0.0,0.4320000000000004,0.0,9,403.20000000000005,0.0,30,0.0,0.0,-262.8,-0.79,,38.0,High,1.007546,1.0,0.0,0.0,0.0,1.0,15.0,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,maintain,Maintain Current Setup,Maintain the current SEO and GEO setup without applying additional optimization.,1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.25,6.5,4.0,20.0,15.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,0.0,0.0,0.0,"If Maintain Current Setup is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 0.0, and GEO readiness may increase by 0 points.",4.534548,0.068,2.3937,0.0,0.0,0.0,1,0.0,0.0,30,0.0,0.0,0.0,0.0,,31.92,High,1.007546,0.0,1.0,1.0,1.0,1.0,35.0,1.0699999999999998
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,title_meta_optimization,Title and Meta Optimization,Optimized titles and meta descriptions may improve CTR and organic clicks.,1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.2875,6.2,4.12,26.0,18.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,0.3,3.0,6.0,"If Title and Meta Optimization is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 0.3, and GEO readiness may increase by 3 points.",11.809548,0.068,2.3937,0.0,0.0,0.0,2,44.800000000000004,0.0,30,0.0,0.0,-29.2,-0.79,,31.92,High,1.007546,0.1503405694367603,0.8888888888888888,0.0,0.8888888888888888,1.0,16.373,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,content_refresh,Content Refresh,Refreshing content and strengthening search-intent alignment may improve ranking and visibility.,1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.27,5.5,4.32,38.0,23.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,1.0,8.0,18.0,"If Content Refresh is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 1.0, and GEO readiness may increase by 8 points.",24.394548,0.068,2.3937,0.0,0.0,0.0,5,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,31.92,High,1.007546,0.4104142555345788,0.6666666666666666,0.0,0.6666666666666667,1.0,17.6978,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,internal_linking_boost,Internal Linking Improvement,Strengthening internal links between related pages may improve discoverability and authority distribution.,1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.2625,5.8,4.4,28.0,19.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,0.7,4.0,8.0,"If Internal Linking Improvement is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 0.7, and GEO readiness may increase by 4 points.",15.059548,0.068,2.3937,0.0,0.0,0.0,3,67.2,0.0,30,0.0,0.0,-43.8,-0.79,,31.92,High,1.007546,0.2175030231370313,0.8333333333333334,0.0,0.8333333333333334,1.0,16.7793,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,category_expansion,Category SEO Expansion,"Expanding category copy, headings, FAQs and semantic coverage may increase category visibility.",1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.275,5.2,4.6,44.0,25.0,0.09519999999999999,3.105,0.0308,-92.06,-32.58,1.3,10.0,24.0,"If Category SEO Expansion is applied, estimated clicks may change by -92.1%, impressions by -32.6%, average position may improve by 1.3, and GEO readiness may increase by 10 points.",30.28468,0.068,2.3937,0.0,0.396,0.0,6,201.60000000000002,0.0,30,0.0,0.0,-131.4,-0.79,,31.92,High,1.007546,0.5321360148387277,0.5,0.0,0.5,1.0,16.1248,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,structured_data_upgrade,Structured Data Upgrade,Completing page-type-aligned schema may improve machine readability and rich-result eligibility.,1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.265,6.1,4.2,25.0,27.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,0.4,12.0,5.0,"If Structured Data Upgrade is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 0.4, and GEO readiness may increase by 12 points.",18.654548,0.068,2.3937,0.0,0.0,0.0,3,67.2,0.0,30,0.0,0.0,-43.8,-0.79,,31.92,High,1.007546,0.2917950296147156,0.8333333333333334,0.0,0.8333333333333334,1.0,19.3795,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,geo_answer_optimization,GEO Answer Optimization,"Adding direct-answer blocks, summaries and FAQs may increase generative-search visibility potential.",1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.2675,6.0,4.32,32.0,37.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,0.5,22.0,12.0,"If GEO Answer Optimization is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 0.5, and GEO readiness may increase by 22 points.",30.349548,0.068,2.3937,0.0,0.0,0.0,4,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,31.92,High,1.007546,0.5334765360838445,0.6666666666666666,0.0,0.6666666666666667,1.0,22.005,0.0
https://demo.example.com/page-007,Demo Category 01,2026-08-14,Uncategorized,entity_eet_upgrade,Entity and E-E-A-T Upgrade,"Strengthening entity relationships, authorship, freshness and trust signals may improve readiness.",1.14,4.64,0.25,6.5,0.55,20.0,15.0,0.2625,5.9,4.28,30.0,33.0,0.09519999999999999,2.7255,0.0308,-92.06,-40.77,0.6,18.0,10.0,"If Entity and E-E-A-T Upgrade is applied, estimated clicks may change by -92.1%, impressions by -40.8%, average position may improve by 0.6, and GEO readiness may increase by 18 points.",26.659548,0.068,2.3937,0.0,0.0,0.0,4,134.4,0.0,30,0.0,0.0,-87.6,-0.79,,31.92,High,1.007546,0.4572213194210753,0.6666666666666666,0.0,0.6666666666666667,1.0,19.3361,0.0
